,phylum,class,order,family,genus,species,taxon
6771,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Polaribacter
6779,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
6852,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
6886,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter sp. T436,Salegentibacter sp. T436
7033,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,,Blattabacterium
7042,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Apibacter,Apibacter sp. HY041,Apibacter sp. HY041
7144,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,Chryseobacterium
7224,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,Tannerella forsythia 92A2
7345,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
7370,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. B29,Sphingobacterium sp. B29
7371,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. G1-14,Sphingobacterium sp. G1-14
7372,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7375,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. CZ-2,Sphingobacterium sp. CZ-2
7377,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium mizutaii,Sphingobacterium mizutaii
7378,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7397,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,Sphingobacteriaceae
7444,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans,Dyadobacter fermentans DSM 18053
7556,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,Nitrospira <genus>,,Nitrospira <genus>
7567,Planctomycetes <phylum>,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,,Sedimentisphaera
7577,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata obscuriglobus,Gemmata obscuriglobus
7578,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,Gemmata sp. SH-PL17
7587,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta,Thermogutta terrifontis,Thermogutta terrifontis
7732,,,,,,,PVC group
7979,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter mustelae,Helicobacter mustelae 12198
7982,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,Helicobacter
7983,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pullorum,Helicobacter pullorum
8216,,,,,,,Bacteria <prokaryotes>
8312,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus oralis,Desulfobulbus oralis
8349,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,Chondromyces crocatus,Chondromyces crocatus
8378,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,Myxococcus
8386,Proteobacteria,,,,,,Proteobacteria
8397,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,Solimonas sp. K1W22B-7,Solimonas sp. K1W22B-7
8421,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,,Rhodanobacteraceae
8436,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,Lysobacter
8437,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,Lysobacter
8446,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,Pseudoxanthomonas spadix BD-a59
8449,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,Pseudoxanthomonas suwonensis
8539,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia
8555,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia
8578,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,Xanthomonadales
8631,Proteobacteria,Betaproteobacteria,Nitrosomonadales,,,,Nitrosomonadales
8639,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Jeongeupia,Jeongeupia sp. USM3,Jeongeupia sp. USM3
8786,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,Neisseriaceae
8795,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,Neisseriaceae
8802,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
8892,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,Alcaligenaceae
8979,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
8999,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9017,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,,Melaminivora
9039,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9047,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9048,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. PBC,Hydrogenophaga sp. PBC
9050,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,Hydrogenophaga
9060,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
9083,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea faecigallinarum,Pandoraea faecigallinarum
9339,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9342,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9376,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,Cupriavidus
9457,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,Massilia
9492,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9493,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9495,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9532,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9552,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
9558,Proteobacteria,Gammaproteobacteria,,,Thiolapillus,Thiolapillus brandeum,Thiolapillus brandeum
9816,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
9830,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,,Moraxella <genus>
9920,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Acinetobacter
9932,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Acinetobacter
9959,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Acinetobacter
10094,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10126,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10160,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10290,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10422,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10512,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S-6-2,Pseudomonas sp. S-6-2
10514,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10515,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10541,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,Marinomonas
10579,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Halomonas
10614,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Halomonadaceae
10615,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Halomonadaceae
10642,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella bicestrii,Shewanella bicestrii
10692,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Parashewanella,,Parashewanella
10694,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae,Shewanella algae
10695,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella
10700,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,,Shewanellaceae
11842,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
12021,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12074,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12533,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
12540,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
12893,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,,,Morganellaceae
13003,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13005,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. LHK132,Rheinheimera sp. LHK132
13230,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio
13327,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Alteromonadaceae
13329,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Alteromonadaceae
13330,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,,Alteromonadales
13413,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
13415,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
13416,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
13507,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Candidatus Filomicrobium marinum,Candidatus Filomicrobium marinum
13508,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans,Hyphomicrobium denitrificans ATCC 51888
13522,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,Azorhizobium caulinodans ORS 571
1820,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
7257,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
7714,Verrucomicrobia,,,,,,Verrucomicrobia
4640,,,,,,,Bacteria <prokaryotes>
4864,Firmicutes,Clostridia,Halanaerobiales,,,,Halanaerobiales
5037,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
3278,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,Streptococcus infantarius subsp. infantarius CJ18
8789,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella <bacteria>,Kingella kingae,Kingella kingae
1240,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema brennaborense,Treponema brennaborense DSM 12168
1253,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
6669,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,,,Chlorobiaceae
7379,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7891,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hepaticus,Campylobacter hepaticus
7936,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,Campylobacter
8311,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,Syntrophobacteraceae
4639,,,,,,,Bacteria <prokaryotes>
8518,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas
3892,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,Ilyobacter polytropus,Ilyobacter polytropus DSM 2926
7834,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus
1115,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus swuensis,Deinococcus swuensis
1530,Dictyoglomi <phylum>,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,,Dictyoglomus
1873,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1905,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1957,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium acidaminophilum,Peptoclostridium acidaminophilum DSM 3953
1971,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile
2135,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,Planococcus sp. Y42,Planococcus sp. Y42
2136,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,Planococcus donghaensis,Planococcus donghaensis
2158,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus,Ureibacillus thermosphaericus
2459,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus cytotoxicus,Bacillus cytotoxicus NVH 391-98
2666,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus beveridgei,Bacillus beveridgei
3679,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oligofermentans,Lactobacillus oligofermentans DSM 15707 = LMG 22743
3681,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
4318,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,,Erysipelothrix
4323,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium GAM147,Erysipelotrichaceae bacterium GAM147
4338,Firmicutes,Bacilli,Bacillales,,Gemella,,Gemella
4644,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria grayi,Listeria grayi
4851,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,Natranaerobius thermophilus,Natranaerobius thermophilus JW/NM-WN-LF
4889,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Methylomusa,Methylomusa anaerophila,Methylomusa anaerophila
5637,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum
5680,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
6972,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri,Candidatus Sulcia muelleri
7325,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Prevotella
9433,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,Herbaspirillum seropedicae
9547,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,,,Thiotrichaceae
9556,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,,,Granulosicoccaceae
9662,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,,Thioalkalivibrio
10711,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10910,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
11325,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,Citrobacter
11654,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae
11724,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,Escherichia albertii
11853,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11859,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11906,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. PSNIH2,Pantoea sp. PSNIH2
12144,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12406,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,Serratia marcescens
12447,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus Fukatsuia,Candidatus Fukatsuia symbiotica,Candidatus Fukatsuia symbiotica
12450,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hoaglandella,Candidatus Hoaglandella endobia,Candidatus Hoaglandella endobia
12451,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Doolittlea,Candidatus Doolittlea endobia,Candidatus Doolittlea endobia
12461,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,,Candidatus Blochmannia
12793,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
12808,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus porcitonsillarum,Actinobacillus porcitonsillarum
13258,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,Psychromonas
13457,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
3083,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus porcinus,Streptococcus porcinus
3248,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-P16,Streptococcus sp. I-P16
8320,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Desulfobacca acetoxidans,Desulfobacca acetoxidans DSM 11109
9444,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,Herbaspirillum
303,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas koreensis,Sphingomonas koreensis
11023,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
2977,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus
3160,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae CGSP14
7072,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium haifense,Chryseobacterium haifense
9836,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,Psychrobacter alimentarius
10139,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri DSM 10701
2406,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
3827,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum
8179,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,Helicobacter
715,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Agrobacterium tumefaciens
1434,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,Trichodesmium erythraeum IMS101
2189,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,Lysinibacillus sphaericus
3401,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales
4411,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,Staphylococcus xylosus
4854,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium praevalens,Halanaerobium praevalens DSM 2228
5426,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium faecium,Brachybacterium faecium DSM 4810
